event_id,timestamp,subject_type,subject_id,access_point_id,direction,method,result,denial_reason,source_system,access_level_required,subject_access_level,correlated_visit_id
EVT000023,2025-01-06T07:23:00+01:00,EMPLOYEE,EMP020,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000024,2025-01-06T07:24:00+01:00,EMPLOYEE,EMP021,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000025,2025-01-06T07:25:00+01:00,EMPLOYEE,EMP022,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000026,2025-01-06T07:26:00+01:00,EMPLOYEE,EMP023,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000027,2025-01-06T07:27:00+01:00,EMPLOYEE,EMP024,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000028,2025-01-06T07:28:00+01:00,EMPLOYEE,EMP025,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000029,2025-01-06T07:29:00+01:00,EMPLOYEE,EMP026,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000030,2025-01-06T07:30:00+01:00,VISITOR,VIS004,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS004
EVT000031,2025-01-06T07:31:00+01:00,EMPLOYEE,EMP027,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000032,2025-01-06T07:32:00+01:00,EMPLOYEE,EMP028,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000033,2025-01-06T07:33:00+01:00,EMPLOYEE,EMP029,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000034,2025-01-06T07:34:00+01:00,EMPLOYEE,EMP030,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000035,2025-01-06T07:35:00+01:00,EMPLOYEE,EMP031,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000036,2025-01-06T07:36:00+01:00,EMPLOYEE,EMP032,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000037,2025-01-06T07:37:00+01:00,EMPLOYEE,EMP033,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000038,2025-01-06T07:38:00+01:00,EMPLOYEE,EMP034,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000039,2025-01-06T07:39:00+01:00,EMPLOYEE,EMP035,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000040,2025-01-06T07:40:00+01:00,VISITOR,VIS005,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS005
EVT000041,2025-01-06T07:41:00+01:00,EMPLOYEE,EMP036,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000042,2025-01-06T07:42:00+01:00,EMPLOYEE,EMP037,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000043,2025-01-06T07:43:00+01:00,EMPLOYEE,EMP038,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000044,2025-01-06T07:44:00+01:00,EMPLOYEE,EMP039,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000045,2025-01-06T07:45:00+01:00,EMPLOYEE,EMP040,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000046,2025-01-06T07:46:00+01:00,EMPLOYEE,EMP041,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000047,2025-01-06T07:47:00+01:00,EMPLOYEE,EMP042,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000048,2025-01-06T07:48:00+01:00,EMPLOYEE,EMP043,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000049,2025-01-06T07:49:00+01:00,EMPLOYEE,EMP044,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000050,2025-01-06T07:50:00+01:00,VISITOR,VIS006,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS006
EVT000051,2025-01-06T07:51:00+01:00,EMPLOYEE,EMP045,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000052,2025-01-06T07:52:00+01:00,EMPLOYEE,EMP046,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000053,2025-01-06T07:53:00+01:00,EMPLOYEE,EMP047,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000054,2025-01-06T07:54:00+01:00,EMPLOYEE,EMP048,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000055,2025-01-06T07:55:00+01:00,EMPLOYEE,EMP049,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000056,2025-01-06T07:56:00+01:00,EMPLOYEE,EMP050,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000057,2025-01-06T07:57:00+01:00,EMPLOYEE,EMP051,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000058,2025-01-06T07:58:00+01:00,EMPLOYEE,EMP052,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000059,2025-01-06T07:59:00+01:00,EMPLOYEE,EMP053,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000060,2025-01-06T08:00:00+01:00,VISITOR,VIS007,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS007
EVT000061,2025-01-06T08:01:00+01:00,EMPLOYEE,EMP054,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000062,2025-01-06T08:02:00+01:00,EMPLOYEE,EMP055,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000063,2025-01-06T08:03:00+01:00,EMPLOYEE,EMP056,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000064,2025-01-06T08:04:0+01:00,EMPLOYEE,EMP057,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000065,2025-01-06T08:05:00+01:00,EMPLOYEE,EMP058,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000066,2025-01-06T08:06:00+01:00,EMPLOYEE,EMP059,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000067,2025-01-06T08:07:00+01:00,VISITOR,VIS008,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS008
EVT000068,2025-01-06T08:08:00+01:00,EMPLOYEE,EMP060,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000069,2025-01-06T08:09:00+01:00,EMPLOYEE,EMP061,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000070,2025-01-06T08:10:00+01:00,EMPLOYEE,EMP062,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000071,2025-01-06T08:11:00+01:00,EMPLOYEE,EMP063,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000072,2025-01-06T08:12:00+01:00,EMPLOYEE,EMP064,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000073,2025-01-06T08:13:00+01:00,EMPLOYEE,EMP065,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000074,2025-01-06T08:14:00+01:00,EMPLOYEE,EMP066,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000075,2025-01-06T08:15:00+01:00,EMPLOYEE,EMP067,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000076,2025-01-06T08:16:00+01:00,VISITOR,VIS009,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS009
EVT000077,2025-01-06T08:17:00+01:00,EMPLOYEE,EMP068,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000078,2025-01-06T08:18:00+01:00,EMPLOYEE,EMP069,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000079,2025-01-06T08:19:00+01:00,EMPLOYEE,EMP070,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000080,2025-01-06T08:20:00+01:00,EMPLOYEE,EMP071,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000081,2025-01-06T08:21:00+01:00,EMPLOYEE,EMP072,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000082,2025-01-06T08:22:00+01:00,EMPLOYEE,EMP073,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000083,2025-01-06T08:23:00+01:00,EMPLOYEE,EMP074,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000084,2025-01-06T08:24:00+01:00,EMPLOYEE,EMP075,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000085,2025-01-06T08:25:00+01:00,EMPLOYEE,EMP076,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000086,2025-01-06T08:26:00+01:00,EMPLOYEE,EMP077,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000087,2025-01-06T08:27:00+01:100,EMPLOYEE,EMP078,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000088,2025-01-06T08:28:00+01:00,EMPLOYEE,EMP079,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000089,2025-01-06T08:29:00+01:00,EMPLOYEE,EMP080,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000090,2025-01-06T08:30:00+01:00,VISITOR,VIS010,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS010
EVT000091,2025-01-06T08:31:00+01:00,EMPLOYEE,EMP081,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000092,2025-01-06T08:32:00+01:00,EMPLOYEE,EMP082,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000093,2025-01-06T08:33:00+01:00,EMPLOYEE,EMP083,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000094,2025-01-06T08:34:00+01:00,EMPLOYEE,EMP084,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000095,2025-01-06T08:35:00+01:00,EMPLOYEE,EMP085,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,
EVT000096,2025-01-06T08:36:00+01:00,EMPLOYEE,EMP086,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000097,2025-01-06T08:37:00+01:00,EMPLOYEE,EMP087,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000098,2025-01-06T08:38:00+01:00,VISITOR,VIS011,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS011
EVT000099,2025-01-06T08:39:00+01:00,EMPLOYEE,EMP088,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000100,2025-01-06T08:40:00+01:00,EMPLOYEE,EMP089,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000101,2025-01-06T08:41:00+01:00,EMPLOYEE,EMP090,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000102,2025-01-06T08:42:00+01:00,EMPLOYEE,EMP091,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000103,2025-01-06T08:43:00+01:00,EMPLOYEE,EMP092,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000104,2025-01-06T08:44:0+01:00,EMPLOYEE,EMP093,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000105,2025-01-06T08:45:00+01:00,EMPLOYEE,EMP094,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000106,2025-01-06T08:46:00+01:00,EMPLOYEE,EMP095,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000107,2025-01-06T08:47:00+01:00,VISITOR,VIS012,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS012
EVT000108,2020-01-06T08:48:00+01:00,EMPLOYEE,EMP096,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000109,2025-01-06T08:49:00+01:00,EMPLOYEE,EMP097,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000110,2025-01-06T08:50:00+01:00,EMPLOYEE,EMP098,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000111,2025-01-06T08:51:00+01:00,VISITOR,VIS013,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS013
EVT000112,2025-01-06T08:52:00+01:00,EMPLOYEE,EMP099,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000113,2025-01-06T08:53:00+01:00,EMPLOYEE,EMP100,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000114,2025-01-06T08:54:00+01:00,EMPLOYEE,EMP101,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000115,2025-01-06T08:55:00+01:00,EMPLOYEE,EMP102,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000116,2025-01-06T08:56:00+01:00,EMPLOYEE,EMP103,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000117,2025-01-06T08:57:00+01:00,VISITOR,VIS014,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS014
EVT000118,2025-01-06T08:58:00+01:00,EMPLOYEE,EMP104,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000119,2025-01-06T08:59:00+01:00,EMPLOYEE,EMP105,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low
EVT000120,2025-01-06T09:00:00+01:00,VISITOR,VIS015,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS015
EVT000121,2025-01-06T09:01:00+01:00,EMPLOYEE,EMP106,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000122,2025-01-06T09:02:00+01:00,EMPLOYEE,EMP107,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000123,2025-01-06T09:03:00+01:00,EMPLOYEE,EMP108,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000124,2025-01-06T09:04:00+01:00,EMPLOYEE,EMP109,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000125,2025-01-06T09:05:00+01:00,EMPLOYEE,EMP110,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000126,2025-01-06T09:06:00+01:00,EMPLOYEE,EMP111,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000127,2025-01-06T09:07:00+01:00,VISITOR,VIS016,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS016
EVT000128,2025-01-06T09:08:00+01:00,EMPLOYEE,EMP112,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000129,2025-01-06T09:09:00+01:00,EMPLOYEE,EMP113,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000130,2025-01-06T09:10:00+01:00,EMPLOYEE,EMP114,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000131,2025-01-06T09:11:00+01:00,EMPLOYEE,EMP115,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000132,2025-01-06T09:12:00+01:00,EMPLOYEE,EMP116,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000133,2025-01-06T09:13:00+01:00,EMPLOYEE,EMP117,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000134,2025-01-06T09:14:00+01:00,EMPLOYEE,EMP118,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000135,2025-01-06T09:15:00+01:00,EMPLOYEE,EMP119,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000136,2025-01-06T09:16:00+01:00,EMPLOYEE,EMP120,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000137,2025-01-06T09:17:00+01:00,VISITOR,VIS017,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS017
EVT000138,2025-01-06T09:18:00+01:00,EMPLOYEE,EMP121,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000139,2025-01-06T09:19:00+01:00,EMPLOYEE,EMP122,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000140,2025-01-06T09:20:00+01:00,EMPLOYEE,EMP123,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000141,2025-01-06T09:21:00+01:00,EMPLOYEE,EMP124,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000142,2025-01-06T09:22:00+01:00,EMPLOYEE,EMP125,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000143,2025-01-06T09:23:00+01:00,EMPLOYEE,EMP126,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000144,2025-01-06T09:24:00+01:00,EMPLOYEE,EMP127,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000145,2025-01-06T09:25:00+01:00,EMPLOYEE,EMP128,ENTRANCE_MAIN,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000146,2025-01-06T09:26:00+01:00,VISITOR,VIS018,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,VIS018
EVT000147,2025-01-06T09:27:00+01:00,EMPLOYEE,EMP129,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000148,2025-01-06T09:28:00+01:00,EMPLOYEE,EMP130,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000149,2025-01-06T09:29:00+01:00,EMPLOYEE,EMP131,ENTRANCE_MAIN,IN,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000150,2025-04-09T00:00:00+01:00,EMPLOYEE,EMP132,ENTRANCE_MAIN,OUT,PIN,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000151,2025-01-02T08:00:00+01:00,EMPLOYEE,EMP133,ICT-ROOM-01,OUT,FINGERPRINT,GRANTED,,ICT_ROOM_01,Medium,High,EMP133
EVT000152,2025-01-02T08:05:00+01:00,EMPLOYEE,EMP134,ICT-ROOM-01,OUT,PIN,GRANTED,,ICT_ROOM_01,Medium,High,EMP134
EVT000153,2025-01-02T08:10:00+01:00,VISITOR,VIS019,ICT-ROOM-01,OUT,CARD,GRANTED,,ICT_TURNSTILE_02,Medium,Low,VIS019
EV... (truncated)
