```csv
event_id,timestamp,subject_type,subject_id,access_point_id,direction,method,result,denial_reason,source_system,access_level_required,subject_access_level,correlated_visit_id
EVT000014,2025-01-06T06:55:41+01:00,EMPLOYEE,EMP112,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000015,2025-01-06T06:58:22+01:00,EMPLOYEE,EMP112,LEGAL_FLOOR_4_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,High,
EVT000016,2025-01-06T07:01:15+01:00,EMPLOYEE,EMP034,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000017,2025-01-06T07:03:48+01:00,EMPLOYEE,EMP067,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000018,2025-01-06T07:05:33+01:00,EMPLOYEE,EMP145,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,High,
EVT000019,2025-01-06T07:08:21+01:00,EMPLOYEE,EMP145,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,BIOMETRIC_READER_02,Low,High,
EVT000020,2025-01-06T07:11:45+01:00,EMPLOYEE,EMP091,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000021,2025-01-06T07:14:33+01:00,EMPLOYEE,EMP091,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000022,2025-01-06T07:17:22+01:00,EMPLOYEE,EMP003,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000023,2025-01-06T07:19:55+01:00,EMPLOYEE,EMP128,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000024,2025-01-06T07:22:41+01:00,EMPLOYEE,EMP056,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,High,
EVT000025,2025-01-06T07:25:18+01:00,EMPLOYEE,EMP056,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000026,2025-01-06T07:27:45+01:00,EMPLOYEE,EMP056,FINANCE_FLOOR_6_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_06,High,High,
EVT000027,2025-01-06T07:30:11+01:00,EMPLOYEE,EMP017,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000028,2025-01-06T07:31:33+01:00,EMPLOYEE,EMP082,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000029,2025-01-06T07:32:45+01:00,EMPLOYEE,EMP119,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000030,2025-01-06T07:33:22+01:00,EMPLOYEE,EMP044,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000031,2025-01-06T07:34:18+01:00,EMPLOYEE,EMP071,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,Medium,
EVT000032,2025-01-06T07:35:41+01:00,EMPLOYEE,EMP071,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000033,2025-01-06T07:36:55+01:00,EMPLOYEE,EMP098,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000034,2025-01-06T07:37:33+01:00,EMPLOYEE,EMP135,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000035,2025-01-06T07:38:22+01:00,EMPLOYEE,EMP012,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000036,2025-01-06T07:39:45+01:00,EMPLOYEE,EMP059,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000037,2025-01-06T07:40:18+01:00,EMPLOYEE,EMP106,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,High,
EVT000038,2025-01-06T07:41:33+01:00,EMPLOYEE,EMP106,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,BIOMETRIC_READER_02,Low,High,
EVT000039,2025-01-06T07:42:22+01:00,EMPLOYEE,EMP027,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000040,2025-01-06T07:43:45+01:00,EMPLOYEE,EMP074,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000041,2025-01-06T07:44:33+01:00,EMPLOYEE,EMP121,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000042,2025-01-06T07:45:18+01:00,EMPLOYEE,EMP048,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000043,2025-01-06T07:46:41+01:00,EMPLOYEE,EMP095,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000044,2025-01-06T07:47:22+01:00,EMPLOYEE,EMP142,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,High,
EVT000045,2025-01-06T07:48:45+01:00,EMPLOYEE,EMP142,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000046,2025-01-06T07:49:33+01:00,EMPLOYEE,EMP009,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000047,2025-01-06T07:50:18+01:00,EMPLOYEE,EMP066,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000048,2025-01-06T07:51:41+01:00,EMPLOYEE,EMP113,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000049,2025-01-06T07:52:22+01:00,EMPLOYEE,EMP040,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000050,2025-01-06T07:53:45+01:00,EMPLOYEE,EMP087,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000051,2025-01-06T07:54:33+01:00,EMPLOYEE,EMP134,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,High,
EVT000052,2025-01-06T07:55:18+01:00,EMPLOYEE,EMP134,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000053,2025-01-06T07:56:41+01:00,EMPLOYEE,EMP021,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000054,2025-01-06T07:57:22+01:00,EMPLOYEE,EMP058,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000055,2025-01-06T07:58:45+01:00,EMPLOYEE,EMP105,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000056,2025-01-06T07:59:33+01:00,EMPLOYEE,EMP032,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000057,2025-01-06T08:00:18+01:00,EMPLOYEE,EMP079,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000058,2025-01-06T08:01:41+01:00,EMPLOYEE,EMP126,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,High,
EVT000059,2025-01-06T08:02:22+01:00,EMPLOYEE,EMP126,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,BIOMETRIC_READER_02,Low,High,
EVT000060,2025-01-06T08:03:45+01:00,EMPLOYEE,EMP013,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000061,2025-01-06T08:04:33+01:00,EMPLOYEE,EMP050,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000062,2025-01-06T08:05:18+01:00,EMPLOYEE,EMP097,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000063,2025-01-06T08:06:41+01:00,EMPLOYEE,EMP144,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000064,2025-01-06T08:07:22+01:00,EMPLOYEE,EMP031,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000065,2025-01-06T08:08:45+01:00,EMPLOYEE,EMP068,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,Medium,
EVT000066,2025-01-06T08:09:33+01:00,EMPLOYEE,EMP068,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000067,2025-01-06T08:10:18+01:00,EMPLOYEE,EMP115,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000068,2025-01-06T08:11:41+01:00,EMPLOYEE,EMP002,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000069,2025-01-06T08:12:22+01:00,EMPLOYEE,EMP049,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000070,2025-01-06T08:13:45+01:00,EMPLOYEE,EMP096,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000071,2025-01-06T08:14:33+01:00,EMPLOYEE,EMP143,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,High,
EVT000072,2025-01-06T08:15:18+01:00,EMPLOYEE,EMP143,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000073,2025-01-06T08:16:41+01:00,EMPLOYEE,EMP020,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000074,2025-01-06T08:17:22+01:00,EMPLOYEE,EMP057,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000075,2025-01-06T08:18:45+01:00,EMPLOYEE,EMP104,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000076,2025-01-06T08:19:33+01:00,EMPLOYEE,EMP151,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000077,2025-01-06T08:20:18+01:00,EMPLOYEE,EMP038,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000078,2025-01-06T08:21:41+01:00,EMPLOYEE,EMP085,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,Medium,
EVT000079,2025-01-06T08:22:22+01:00,EMPLOYEE,EMP085,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000080,2025-01-06T08:23:45+01:00,EMPLOYEE,EMP132,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,High,
EVT000081,2025-01-06T08:24:33+01:00,EMPLOYEE,EMP019,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000082,2025-01-06T08:25:18+01:00,EMPLOYEE,EMP066,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000083,2025-01-06T08:26:41+01:00,EMPLOYEE,EMP113,LEGAL_FLOOR_4_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,High,
EVT000084,2025-01-06T08:27:22+01:00,EMPLOYEE,EMP040,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000085,2025-01-06T08:28:45+01:00,EMPLOYEE,EMP087,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000086,2025-01-06T08:29:33+01:00,EMPLOYEE,EMP134,FINANCE_FLOOR_6_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_06,High,High,
EVT000087,2025-01-06T08:30:18+01:00,VISITOR,VIS001,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS001-20250106
EVT000088,2025-01-06T08:31:41+01:00,EMPLOYEE,EMP058,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000089,2025-01-06T08:32:22+01:00,EMPLOYEE,EMP105,ICT_FLOOR_5_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_05,High,High,
EVT000090,2025-01-06T08:33:45+01:00,EMPLOYEE,EMP032,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000091,2025-01-06T08:34:33+01:00,EMPLOYEE,EMP079,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000092,2025-01-06T08:35:18+01:00,EMPLOYEE,EMP126,EXECUTIVE_FLOOR_7,IN,FINGERPRINT,DENIED,Insufficient Clearance,BIOMETRIC_READER_07,Restricted,High,
EVT000093,2025-01-06T08:36:41+01:00,VISITOR,VIS002,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS002-20250106
EVT000094,2025-01-06T08:37:22+01:00,EMPLOYEE,EMP013,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000095,2025-01-06T08:38:45+01:00,EMPLOYEE,EMP050,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000096,2025-01-06T08:39:33+01:00,EMPLOYEE,EMP097,OPERATIONS_FLOOR_3_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000097,2025-01-06T08:40:18+01:00,EMPLOYEE,EMP144,LEGAL_FLOOR_4_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,High,
EVT000098,2025-01-06T08:41:41+01:00,EMPLOYEE,EMP031,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000099,2025-01-06T08:42:22+01:00,EMPLOYEE,EMP068,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000100,2025-01-06T08:43:45+01:00,EMPLOYEE,EMP115,FINANCE_FLOOR_6_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_06,High,High,
EVT000101,2025-01-06T08:44:33+01:00,VISITOR,VIS003,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS003-20250106
EVT000102,2025-01-06T08:45:18+01:00,EMPLOYEE,EMP002,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000103,2025-01-06T08:46:41+01:00,EMPLOYEE,EMP049,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000104,2025-01-06T08:47:22+01:00,EMPLOYEE,EMP096,RECORDS_FLOOR_1_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000105,2025-01-06T08:48:45+01:00,EMPLOYEE,EMP143,ICT_FLOOR_5_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_05,High,High,
EVT000106,2025-01-06T08:49:33+01:00,EMPLOYEE,EMP020,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000107,2025-01-06T08:50:18+01:00,EMPLOYEE,EMP057,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000108,2025-01-06T08:51:41+01:00,EMPLOYEE,EMP104,ICT_FLOOR_5_DOOR02,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_05,High,High,
EVT000109,2025-01-06T08:52:22+01:00,VISITOR,VIS004,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS004-20250106
EVT000110,2025-01-06T08:53:45+01:00,EMPLOYEE,EMP151,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000111,2025-01-06T08:54:33+01:00,EMPLOYEE,EMP038,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000112,2025-01-06T08:55:18+01:00,EMPLOYEE,EMP085,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000113,2025-01-06T08:56:41+01:00,EMPLOYEE,EMP132,FINANCE_FLOOR_6_DOOR01,IN,FINGERPRINT,GRANTED,,BIOMETRIC_READER_06,High,High,
EVT000114,2025-01-06T08:57:22+01:00,EMPLOYEE,EMP019,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000115,2025-01-06T08:58:45+01:00,EMPLOYEE,EMP066,OPERATIONS_FLOOR_3_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000116,2025-01-06T08:59:33+01:00,VISITOR,VIS001,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Low,VIS001-20250106
EVT000117,2025-01-06T09:00:18+01:00,EMPLOYEE,EMP153,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT000118,2025-01-06T09:01:41+01:00,EMPLOYEE,EMP007,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000119,2025-01-06T09:02:22+01:00,EMPLOYEE,EMP054,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000120,2025-01-06T09:03:45+01:00,EMPLOYEE,EMP101,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,High,
EVT000121,2025-01-06T09:04:33+01:00,EMPLOYEE,EMP101,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000122,2025-01-06T09:05:18+01:00,EMPLOYEE,EMP148,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000123,2025-01-06T09:06:41+01:00,EMPLOYEE,EMP035,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000124,2025-01-06T09:07:22+01:00,EMPLOYEE,EMP082,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000125,2025-01-06T09:08:45+01:00,VISITOR,VIS005,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS005-20250106
EVT000126,2025-01-06T09:09:33+01:00,EMPLOYEE,EMP129,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000127,2025-01-06T09:10:18+01:00,EMPLOYEE,EMP016,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000128,2025-01-06T09:11:41+01:00,EMPLOYEE,EMP063,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,Medium,
EVT000129,2025-01-06T09:12:22+01:00,EMPLOYEE,EMP063,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000130,2025-01-06T09:13:45+01:00,EMPLOYEE,EMP110,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000131,2025-01-06T09:14:33+01:00,EMPLOYEE,EMP157,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000132,2025-01-06T09:15:18+01:00,EMPLOYEE,EMP044,ADMIN_FLOOR_2_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT000133,2025-01-06T09:16:41+01:00,EMPLOYEE,EMP091,OPERATIONS_FLOOR_3_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000134,2025-01-06T09:17:22+01:00,EMPLOYEE,EMP138,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,High,
EVT000135,2025-01-06T09:18:45+01:00,EMPLOYEE,EMP025,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000136,2025-01-06T09:19:33+01:00,EMPLOYEE,EMP072,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000137,2025-01-06T09:20:18+01:00,VISITOR,VIS006,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS006-20250106
EVT000138,2025-01-06T09:21:41+01:00,EMPLOYEE,EMP119,LEGAL_FLOOR_4_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,High,
EVT000139,2025-01-06T09:22:22+01:00,EMPLOYEE,EMP006,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000140,2025-01-06T09:23:45+01:00,EMPLOYEE,EMP053,PARKING_GATE_1,IN,CARD,GRANTED,,PARKING_SYSTEM_01,Low,Medium,
EVT000141,2025-01-06T09:24:33+01:00,EMPLOYEE,EMP053,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000142,2025-01-06T09:25:18+01:00,EMPLOYEE,EMP100,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,High,
EVT000143,2025-01-06T09:26:41+01:00,EMPLOYEE,EMP147,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000144,2025-01-06T09:27:22+01:00,EMPLOYEE,EMP034,RECORDS_FLOOR_1_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000145,2025-01-06T09:28:45+01:00,EMPLOYEE,EMP081,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000146,2025-01-06T09:29:33+01:00,VISITOR,VIS007,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS007-20250106
EVT000147,2025-01-06T09:30:18+01:00,EMPLOYEE,EMP128,OPERATIONS_FLOOR_3_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT000148,2025-01-06T09:31:22+01:00,EMPLOYEE,EMP005,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000149,2025-01-06T09:32:45+01:00,EMPLOYEE,EMP052,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000150,2025-01-06T09:33:33+01:00,EMPLOYEE,EMP099,PARKING_GATE_2,IN,CARD,GRANTED,,PARKING_SYSTEM_02,Low,Low,
EVT000151,2025-01-06T09:34:18+01:00,EMPLOYEE,EMP099,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT000152,2025-01-06T09:35:41+01:00,EMPLOYEE,EMP146,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000153,2025-01-06T09:36:22+01:00,EMPLOYEE,EMP033,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Low,
EVT000154,2025-01-06T09:37:45+01:00,EMPLOYEE,EMP080,ENTRANCE_MAIN,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Medium,
EVT000155,2025-01-06T09:38:33+01:00,EMPLOYEE,EMP127,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,High,
EVT000156,2025-01-06T09:39:18+01:00,VISITOR,VIS008,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_VISITOR,Low,Low,VIS008-20250106
