event_id,timestamp,subject_type,subject_id,access_point_id,direction,method,result,denial_reason,source_system,access_level_required,subject_access_level,correlated_visit_id
EVT000025,2025-01-07T07:15:00+01:00,EMPLOYEE,EMP077,ICT_SERVER_ROOM_MAIN,IN,FINGERPRINT,GRANTED,,BIO_READER_SRV,High,High,
EVT000026,2025-01-07T07:20:45+01:00,EMPLOYEE,EMP077,ICT_SERVER_RACK_A,IN,PIN,GRANTED,,RACK_LOCK_01,High,High,
EVT000027,2025-01-07T08:30:11+01:00,VISITOR,VIS105,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_GUEST,Low,Low,VST-25-012
EVT000028,2025-01-07T09:45:22+01:00,EMPLOYEE,EMP102,FINANCE_VAULT_ANTE,IN,FACE_ID,GRANTED,,VAULT_CAM_01,High,High,
EVT000029,2025-01-07T09:45:30+01:00,EMPLOYEE,EMP102,FINANCE_VAULT_MAIN,IN,FINGERPRINT,GRANTED,,VAULT_BIO_01,Restricted,High,
EVT000030,2025-01-07T11:00:00+01:00,EMPLOYEE,EMP005,HR_RECORDS_ROOM,IN,CARD,DENIED,Expired Access,DOOR_CTRL_HR,High,Medium,
EVT000031,2025-01-07T12:30:15+01:00,SERVICE_ACCOUNT,SYS-CLEANING,OFFICE_FLOOR_3_DOOR,IN,CARD,GRANTED,,DOOR_CTRL_FL3,Low,Medium,
EVT000032,2025-01-08T03:15:00+01:00,EMPLOYEE,EMP099,PERIMETER_GATE_NORTH,IN,CARD,GRANTED,,GATE_CTRL_N,Restricted,Restricted,
EVT000033,2025-01-08T03:45:22+01:00,EMPLOYEE,EMP099,ICT_SERVER_ROOM_MAIN,IN,FINGERPRINT,GRANTED,,BIO_READER_SRV,High,Restricted,
EVT000034,2025-01-08T08:00:05+01:00,EMPLOYEE,EMP044,ENTRANCE_MAIN,IN,FACE_ID,DENIED,Unknown Badge,TURNSTILE_WEST,Low,Medium,
EVT000035,2025-01-08T08:01:10+01:00,EMPLOYEE,EMP044,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT000036,2025-01-08T14:15:55+01:00,VISITOR,VIS110,EXECUTIVE_WING_LIFT,IN,CARD,DENIED,Insufficient Clearance,LIFT_EXEC_01,High,Low,VST-25-018
EVT000037,2025-01-09T08:10:30+01:00,EMPLOYEE,EMP012,MEETING_ROOM_B,IN,CARD,GRANTED,,DOOR_CTRL_MRB,Low,Medium,
EVT000038,2025-01-09T10:00:00+01:00,EMPLOYEE,EMP056,ICT_TEST_LAB,IN,PIN,GRANTED,,LAB_KEYPAD_01,Medium,Medium,
EVT000039,2025-01-09T17:45:00+01:00,VISITOR,VIS112,PARKING_GATE_1,OUT,CARD,GRANTED,,PARKING_CTRL_01,Low,Low,VST-25-022
EVT000040,2025-01-09T20:30:11+01:00,EMPLOYEE,EMP088,CONTROL_ROOM_DOOR,IN,FINGERPRINT,GRANTED,,SEC_PANEL_04,Restricted,Restricted,
EVT000041,2025-01-09T23:59:59+01:00,SERVICE_ACCOUNT,SYS-BACKUP,ICT_SERVER_ROOM_MAIN,IN,CARD,GRANTED,,BIO_READER_SRV,High,Restricted,
EVT000042,2025-01-10T07:55:00+01:00,EMPLOYEE,EMP023,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000043,2025-01-10T11:20:15+01:00,VISITOR,VIS115,LEGAL_ARCHIVE,IN,CARD,DENIED,Insufficient Clearance,DOOR_CTRL_LEG,High,Low,VST-25-030
EVT000044,2025-01-10T13:00:00+01:00,EMPLOYEE,EMP067,AUDITORIUM_MAIN,IN,FACE_ID,GRANTED,,AUD_CAM_01,Low,Medium,
EVT000045,2025-01-10T15:30:45+01:00,EMPLOYEE,EMP001,EXECUTIVE_WING_LIFT,OUT,FINGERPRINT,GRANTED,,LIFT_EXEC_01,High,High,
EVT000046,2025-01-10T16:00:00+01:00,EMPLOYEE,EMP023,ENTRANCE_MAIN,OUT,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT000047,2025-01-10T16:05:12+01:00,EMPLOYEE,EMP045,ENTRANCE_MAIN,OUT,FACE_ID,GRANTED,,TURNSTILE_WEST,Low,High,
EVT000048,2025-01-10T16:10:33+01:00,VISITOR,VIS115,ENTRANCE_MAIN,OUT,CARD,GRANTED,,TURNSTILE_GUEST,Low,Low,VST-25-030
EVT000049,2025-01-10T18:00:00+01:00,EMPLOYEE,EMP077,ICT_SERVER_ROOM_MAIN,OUT,FINGERPRINT,GRANTED,,BIO_READER_SRV,High,High,
EVT000050,2025-01-10T18:30:22+01:00,SERVICE_ACCOUNT,SYS-SECURITY,PERIMETER_GATE_SOUTH,IN,PIN,GRANTED,,GATE_CTRL_S,Restricted,Restricted,
EVT000051,2025-01-10T19:05:10+01:00,VISITOR,VIS118,ENTRANCE_MAIN,OUT,CARD,DENIED,Expired Access,TURNSTILE_GUEST,Low,Low,VST-25-035
EVT000052,2025-01-10T19:10:05+01:00,VISITOR,VIS118,ENTRANCE_MAIN,OUT,CARD,GRANTED,,GUARD_OVERRIDE_STATION,Low,Low,VST-25-035
EVT000053,2025-01-10T20:00:00+01:00,EMPLOYEE,EMP088,CONTROL_ROOM_DOOR,OUT,FINGERPRINT,GRANTED,,SEC_PANEL_04,Restricted,Restricted,
EVT000054,2025-01-10T21:45:00+01:00,EMPLOYEE,EMP099,PARKING_GATE_MAIN,OUT,CARD,GRANTED,,PARKING_CTRL_01,Low,Restricted,
