event_id,timestamp,subject_type,subject_id,access_point_id,direction,method,result,denial_reason,source_system,access_level_required,subject_access_level,correlated_visit_id
EVT00000014,2025-01-06T07:02:41+01:00,EMPLOYEE,EMP006,ENTRANCE_PARKING_LOBBY,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000015,2025-01-06T07:05:53+01:00,EMPLOYEE,EMP007,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,TURNSTILE_EAST,Low,High,
EVT00000016,2025-01-06T07:06:21+01:00,EMPLOYEE,EMP007,SECURITY_FLOOR_2_DOOR01,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_02,High,High,
EVT00000017,2025-01-06T07:07:34+01:00,EMPLOYEE,EMP008,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT00000018,2025-01-06T07:08:02+01:00,EMPLOYEE,EMP008,FLOOR_3_EAST_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT00000019,2025-01-06T07:09:11+01:00,EMPLOYEE,EMP009,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000020,2025-01-06T07:09:32+01:00,EMPLOYEE,EMP009,FLOOR_1_OPEN_OFFICE_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT00000021,2025-01-06T07:12:47+01:00,EMPLOYEE,EMP010,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Restricted,
EVT00000022,2025-01-06T07:13:18+01:00,EMPLOYEE,EMP010,CONTROL_ROOM_DOOR,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_09,Restricted,Restricted,
EVT00000023,2025-01-06T07:14:56+01:00,EMPLOYEE,EMP011,PARKING_GATE_1,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Low,Medium,
EVT00000024,2025-01-06T07:15:19+01:00,EMPLOYEE,EMP011,ENTRANCE_PARKING_LOBBY,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT00000025,2025-01-06T07:18:03+01:00,EMPLOYEE,EMP012,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000026,2025-01-06T07:18:36+01:00,EMPLOYEE,EMP012,FLOOR_1_OPEN_OFFICE_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT00000027,2025-01-06T07:19:51+01:00,EMPLOYEE,EMP013,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,TURNSTILE_WEST,Low,High,
EVT00000028,2025-01-06T07:20:17+01:00,EMPLOYEE,EMP013,ICT_FLOOR_5_DOOR01,IN,FACE_ID,GRANTED,,ACCESS_CTRL_PANEL_05,High,High,
EVT00000029,2025-01-06T07:21:36+01:00,EMPLOYEE,EMP014,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT00000030,2025-01-06T07:22:02+01:00,EMPLOYEE,EMP014,FLOOR_4_MEETING_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,Medium,
EVT00000031,2025-01-06T07:23:45+01:00,EMPLOYEE,EMP015,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT00000032,2025-01-06T07:24:09+01:00,EMPLOYEE,EMP015,FINANCE_FLOOR_4_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,Medium,
EVT00000033,2025-01-06T07:25:54+01:00,EMPLOYEE,EMP016,PARKING_GATE_2,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Low,Low,
EVT00000034,2025-01-06T07:26:17+01:00,EMPLOYEE,EMP016,ENTRANCE_PARKING_LOBBY,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000035,2025-01-06T07:27:48+01:00,EMPLOYEE,EMP017,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT00000036,2025-01-06T07:28:11+01:00,EMPLOYEE,EMP017,FLOOR_2_MEETING_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Medium,Medium,
EVT00000037,2025-01-06T07:29:36+01:00,EMPLOYEE,EMP018,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000038,2025-01-06T07:29:59+01:00,EMPLOYEE,EMP018,FLOOR_1_OPEN_OFFICE_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT00000039,2025-01-06T07:30:22+01:00,EMPLOYEE,EMP019,PARKING_GATE_1,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Low,Medium,
EVT00000040,2025-01-06T07:30:45+01:00,EMPLOYEE,EMP019,ENTRANCE_PARKING_LOBBY,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT00000041,2025-01-06T07:31:12+01:00,EMPLOYEE,EMP020,ENTRANCE_MAIN,IN,FACE_ID,GRANTED,,TURNSTILE_EAST,Low,High,
EVT00000042,2025-01-06T07:31:37+01:00,EMPLOYEE,EMP020,CONTROL_ROOM_DOOR,IN,FINGERPRINT,GRANTED,,ACCESS_CTRL_PANEL_09,Restricted,Restricted,
EVT00000043,2025-01-06T07:32:24+01:00,EMPLOYEE,EMP021,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_WEST,Low,Medium,
EVT00000044,2025-01-06T07:32:49+01:00,EMPLOYEE,EMP021,FLOOR_3_WEST_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_03,Medium,Medium,
EVT00000045,2025-01-06T07:33:21+01:00,EMPLOYEE,EMP022,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium,
EVT00000046,2025-01-06T07:33:46+01:00,EMPLOYEE,EMP022,FINANCE_FLOOR_4_DOOR01,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_04,Medium,Medium,
EVT00000047,2025-01-06T07:34:18+01:00,EMPLOYEE,EMP023,ENTRANCE_MAIN,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Low,
EVT00000048,2025-01-06T07:34:43+01:00,EMPLOYEE,EMP023,FLOOR_1_OPEN_OFFICE_DOOR02,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_01,Low,Low,
EVT00000049,2025-01-06T07:35:14+01:00,EMPLOYEE,EMP024,PARKING_GATE_2,IN,CARD,GRANTED,,ACCESS_CTRL_PANEL_02,Low,Medium,
EVT00000050,2025-01-06T07:35:39+01:00,EMPLOYEE,EMP024,ENTRANCE_PARKING_LOBBY,IN,CARD,GRANTED,,TURNSTILE_EAST,Low,Medium
